Airline,Rating,Reviewer Name,Date,Seat Type,Review Text
Emirates,5-Oct,ar,"18 January,",,"I recently took a business class flight from Bangkok, Thailand to Burlington VT. We stopped in Dubai and New York on the way. The last leg of the flight was an economy flight from Jetblue. 

In addition the Emirates destroying my Samsonite hard shell suitcase and refusing to take responsibility, the staff were generally unfriendly and disinterested. Highly disappointed, especially comparing to Qatar Airways"
Emirates,4-Oct,Desire Oosthuizen,"04 March,",,"We lodged a complaint, but was told to put in a refund for our returnable tickets separate. We paid R16900 for returnable tickets and was only refunded R685. The complaints were not even looked at for the delay we had at Manchester airport, then missed our flights at Dubai due to their delay, then booked in at a stinky airport hotel for a flight the next morning. Told us our expenses will be covered, but couldn't even get a glass of water so had to buy refreshments out of our own pockets. We never received our baggage as promised by the airport and was left with no chronic medication and no clean clothes. At the airport, due to their handling we were told to re-wrap our luggage, things that were bought at Manchester airport, sealed, scanned for and with receipts, were confiscated as we were never informed that we cannot leave the airport with it. Now we request a full refund on our return tickets and are told that they don't refund because we already used part of the ticket"
Emirates,7-Oct,ar,"30 April,",,I really was shocked with the seat type at the Business class. I don't know why they have this high partition between the 2 seats and you don't have the room to place your arm. I was very uncomfortable with the 5 hours business trip to Bangladesh. The problem is that Emirates is the only airline that goes there directly. I have no other choice. Don't know how I can manage my next trip.
Emirates,3-Oct,ar,"30 September,",,"Disrespectful staff and poor service.

I have been flying with your airline via many routes, and i have noticed the food served from DXB to IKA (TEHRAN) always seems to be the worst of not just emirates, but any other airline i travel with. This cannot be a coincidence as other friends and colleagues have noticed the same and many complaints have been made without any changes. EMIRATES IS INVOLVED IN PURE DISCRIMINATION and as a customer I do not want to get involved in the current politics between Emirates and Iran, but once a company charges so much for a ticket the least they can do is to provide the same service which they do in many other routes, and not leave the worst food menu for these people who have as much right as anyone else

Please spread the word regarding emirates bigotry and treatment of flights to Iran, I for one will try my best not to fly with your airline again! "
Emirates,5-Oct,ar,"22 March,",,flew emirates from Boston USA to Male in the Maldives....unless you can afford business or first class do it....  the economy class on the 777 was nothing but pure torture.  The crew looked great in their uniforms ....the food in economy was airline food....the seats were nothing short of pure torture. It took almost 20 hrs to reach Male and by then I would have done anything to get off that flight
Emirates,7-Oct,ar,"07 June,",,"Sydney-Bangkok-Dubai,  Boeing 777.
Crew friendly and tasty meals, however the seating is very cramped.
Avoid the 777 its miser"
Emirates,4-Oct,ar,"30 March,",,"Fairly short travel from Sydney to Auckland but got the flavour of this over rated airline! Had requested vegetarian mean but was served non-veg meal. when complained the attitude was 'take it or leave it'!!!
Vowed never to travel by these middle eastern airlines!"
Emirates,10-Oct,ar,"29 June,",,"We flew to Maldives from Cape Town.  We had such a good experience flying with Emirates. On our return, we had Lauren and Antoni who really were exceptional   They really made sure that we had a 5 star experience.  It is because of employees like them, that Emirates gave such a good name. They were fantastic and extremely professional. Thank you so much ch for making such a long flight so pleasant. "
Emirates,10-Oct,ar,"20 August,",,"Flying in first class on the A380 was amazing! You get your own closed off private area, lots of comfortable space and the service was beyond excellent! The bathrooms were spacious and even had showers, so you weren't sitting in a plane for 14 hours smelling. My flight from Sydney to Dubai was amazing! Love Emirates and I look forward to using them again in the future."
Emirates,4-Oct,ar,"16 June,",,"Broken seat, malfunctioning ICE, forgetful crew, below average food, things dropped on me from the trolley.
Overall a very poor experience from what used to be an excellent airline."
Emirates,4-Oct,ar,"28 January,",,"I'm not usually one to complain about airlines because I am a anxious flyer and if I make it safetly on ground I don't worry but this was unacceptable, I was very excited to fly with Emirates until reading reviews and became nervous at such poor ratings for such a airline like Emirates, I feel that if your in economy the service is very poor, we didn't get our meals until 2 hours after take off due to turbulence (understandable) but what I don't understand is why some people did and others didn't or why no hostess came around with water and snacks in the mean time, it was a night flight and no lights were dimmed or turned off until 3 hours in?! I had asked for water quiet a few times to one host and he never gave it to me so finally I asked another hostess and got it straight away, lots of people were complaining around me due to such poor service, we may be economy but we are the majority of your customers so some type of service would be nice, I have flown on cheaper airways with much better service. Except for that, a few hostess were extremely helpful when a baby was crying for majority of the flight and the inflight entertainment was great. "
Emirates,10-Oct,ar,"16 December,",,"We are really happy about our honeymoon flight with Emirates to Dubai on 9th December, 2014 at 2:30 pm from Lagos, Nigeria. we received a warm welcome and reception onboard, the attendants/crew members especially Jessica and Timea were amazing. Thank you for making the start of our marriage journey beautiful.
Regards, 
Oyoenisai Udonte and Anietie Andrew-Essien"
Emirates,9-Oct,Elizabeth Grant,"13 November,",,"I had to travel with my Mum back to London from Brisbane Airport, She need Oxygen on the flight, she is 85 years old... I cannot tell you how amazing the Cabin Crew were... from when we booked in until we arrived at London Airport... The best service all the way... I have traveled many times on this airline... and I don't think I would use anyone else...
GREAT JOB EVERYONE FROM EMIRATES"
Emirates,8-Oct,,"14 February,",,"The A380 is a seriously comfortable plane compared with the alternatives.  It is quieter, and there are fewer issues with air pressure and humidity.  It means you step off the plane feeling so much more relaxed.  We flew on this plane from Dubai to New York and it was a refreshing change from the cramped 777"
Emirates,6-Oct,ar,"22 November,",,"Four flights onboard Emirates a380, while the economy seats and entertainment are very good I'm afraid the same can't be said about the very bland food and miserable service from the cabin crew who on all four flights were totally uninterested in the passengers,to the point of being rude and obnoxious. Not sure what the ""Emirates experience "" is supposed to be but I definitely wasn't feeling it,a real let down. "
Emirates,7-Oct,ar,"18 June,",,Dubai - Khartombe return. Aircraft old model A340. Food on both sectors barely edible. Khartombe - Dubai chicken with potatoes however no chicken in portion. Desert of unknown type. Looked like rice pudding someone had eaten before. Big plus with air crew as tried to do their best with broken porduct.
Emirates,6-Oct,ar,"05 August,",,"My wife and I have regularly flown Emeriates economy but we decided to treat our selves by flying Business class from Manchester  UK to Perth Australia. We Flew in a Boeing 777. At meal time even though we were sitting in the third row of the cabin we were told that we couldn't have our desired meal because other passengers had them.  We were then instructed to select either an Arab dish or an Indian one. Neither was appealing but I selected the lesser of the two evils and selected the Arab chicken meal. I arrived in due course over cooked and dried out and as a result I couldn't eat the dish. I have never had such bad food in Economy with Emeriates.  After a wonderful change over in Dubai we boarded the next 777 for Perth. This time were seated at the rear of the Business section which made us wonder if there would be sufficient food for us this time. Sure enough we were denied our selection and again offered either an Arab dish or or an Indian dish. This time I pointed out to the steward that considering the considerable cost of my ticket I should not have to eat the food that other passengers had declined. After a literally stand up argument the steward said he would see what he could do. In due course he returned with our desired selection which was perfect. This argument over food I found very upsetting and ruined what should have been a wonderful trip for my wife and I. 

We will never travel Business Class with Emeriates again. We would recommend to anyone that unless they like Arab or Indian food they should avoid Emerates like the plague."
Emirates,5-Oct,ar,"24 April,",,"Emirates flight from Dubai to Seychelles. I paid for four airfares for myself and my family and I was travelling with children and ended spending at least 20 minutes on a bus whizzing through Dubai runway to board our flight. Please Emirates it is unacceptable to pack fare paying passengers on a bus with no seating facilities to board a plane stationed twenty minutes drive from the airport terminal (GATE). My daughter was exhausted, my wife broke her shoes through this mayhem. Passenger were falling and tripping over each other each this stupid bus took a turn. This is not what I paid for. I paid for airfares not a bus fare. If you want to use a bus, can it be at least a comfortable service. Provide seating, plan a better route. This is an accident waiting to happen.STOP whizzing people through airport traffic and planes. This is irresponsible, TWENTY minutes???"
Emirates,7-Oct,ar,"16 August,",,"The emirates airline is absolutely hopeless and frustrating when it cones to dealing with aged people when a wheelchair is needed. I have been asking for a wheelchair for one week but they couldnt commit to it due to my mothers stay at Dubai was 8 hours. There is absolutely no guarantee whether the patient will get a wheelchair. So basically you just throw your patient out in the blue and a chance of getting wheelchair is just 50/50. 
When i was frustrated with their services i was tempted to use Marhaba transfer and lounge services. Had to go through the same scrutiny and paid 150 aud for this whole drama. If eimrates airlines spends loads of money on hotels outside airport , why dont they help their customers to book in marhaba lounge. 
I would recommend some other airline when you have aged people with wheel chair requirements."
Emirates,6-Oct,ar,"03 February,",,"Traveled from colombo to Sydney on 30th with my 3 year old kid and 32 weeks pregnant Wife. When I came to Colombo Air port to get the boarding pass I was told by Emira staff at ticket counter that they cant offer 3 seats to travel together. So I informed them the situation and they asked me wait 10 mins. But after 30 minutes they came and said flight is full and can offer only 2 seats together. Then i showed them the tickets and It clearly showed that I have already booked 21 A, B and C. Then i was told to wait few minutes but it took another half and hour to issue the boarding passes. I don't how they can offer already booked seats to someone else.Again I had to wait at the gate as error message started to appear on your system when they scan my boarding passes and We got in to the flight just two minutes before the departure. Totally i had to wait nearly one and half hours due to your staff fault and I think I don't want to mention how difficult the situation with 3 year old boy. Also it was a terrible experience for my 32 weeks pregnant wife"
Emirates,10-Oct,ar,"10 November,",,Is amazing the service and very friendly all crew... 
Emirates,5-Oct,ar,"16 October,",,"Was looking forward flying Emirates but sadly this will be my first & last time.Flew the long way home from New York back to New Zealand .The service from JFK to Dubai was by far the worst of the 32hr flight ,the service onboard was atrocious especially the drink service ,which was non existent between meals.Was seated by the emergency exit next to the service station areas & watch with appalled fascination at the unprofessionalism of staff towards their guest.The service also at the Emirates desk at Dubai airport was unfriendly.Sorry Emirates never again."
Emirates,10-Oct,ar,"30 January,",,"EMIRATES B777-300!!!
SO COMFORTABLE
FRIENDLY STAFF
10/10 RATINGS
FAIRLY CHEAP"
Emirates,4-Oct,ar,"03 February,",,"I had Bad experience with Emirates. We had issue with Entertainment system from our San Francisco flight to Dubai on 12/23/2015. When we complained about the issue to customer service in Dubai airport they do not really care. Very disappointing attitude. 

While on return Journey we had 8 and Half hours lay over in Dubai when I have requested for a Hotel as we have Infant they said they cannot do it. My Kid was sick at that time and we suffered in Dubai Airport

Me and all of my Family members are Frequent to fly with Emirates. I will never Fly with Emirates again.

EDITORS COMMENT: That's a long flight to have malfunctioning IFE!  With regards to the layover,  it's not the airlines responsibility to give hotel accommodation to transiting passengers. If the layover seems too long when you are searching for flights its best to search what other airlines offer instead. "
Emirates,7-Oct,ar,"15 September,",,"I have been flying Emirates since 1994 (I guess), I have noticed the service to be going up and down at times... I practically thrice in the past 11 months from Boston To Asia and Back on Emirates and the service was again very mix.... It was not poor at any time, but I could say that Emirates could use better aircrafts for service at Boston. I have noticed broken trays to broken entertainment system to lost special meals and to even delayed baggage as well. The aeroplane B777-300ER is always full and at the end of the journey the smell inside the aircraft is unbearable. Emirates should look into cleaning the lavatories more and probably use some air freshner as well.  ..  I wish Emirates best of luck, but I might be considering other airline(s) out of Boston for my next international travel plans."
Emirates,7-Oct,ar,"12 June,",,"Perth - Gatwick - Perth (5 times). I echo the comments regarding Emirate's 3-4-3 seating in economy on the 777. It's cheap and mean, especially as Emirates is no longer a low cost carrier. I have now booked a flight on Qatar Airways because they are cheaper and have a 3-3-3 layout with 50 mm extra width. Food is generally OK, and really good if you can get into business class. Staff are quite helpful. There is often an irritating 1/2 hour bus ride from the runway to the terminal which is not what you want after an 11 hour flight."
Emirates,4-Oct,ar,"13 February,",,"Emirates did not allow the 1st connecting flight (Jetblue) carrier to issue boarding passes for the whole trip and also they did not take any responsibilities of delays of Emirates chosen 1st carrier when connecting flights by themselves, This happened when we booked tickets via emirates.com. They left us at JFK and went to Dubai even though we were in the connecting flight from Florida to JFK, we had to stay in New York for 2 days on our own expense. I do not recommend Emirates for anyone, please stay away from Emirates. 

EDITORS COMMENT: Thanks for sharing this useful information. Just to clarify - this is fairly standard with a  lot of airlines not just emirates. "
Emirates,8-Oct,ar,"29 November,",,"I took flight 729 from Dubai to Entebbe on 20 November, 2015.  Much I very much appreciate the customer care you airline always offers, I think this experience at boarding time was not what I expect of Emmirates. This traveling economy class were made to remain standing in the transit bus for almost thirty minutes as other passengers trickled in. Some of themselves had kids yet there were no seats in the bus! This was very painful to the who came on time! I see no log ice in making passengers get fed up and worn out from the beginning of the journey! Why not let them wait I the preboarding lounge till they are many enough to fill the bus then let them board?"
Emirates,2-Oct,ar,"29 July,",,"One of worst online reservations emirates has , first they dont allow to enter long names in the reservation. When called to book ,after asking too many questions they told that i need to go to nearest Emirates office to book it. They really wasted my time over the call. They dont have proper site to reserve the ticket ... that is pathetic "
Emirates,10-Oct,ar,"11 January,",,"Boeing 777-300ER
Dubai (DXB) from Islamabad (ISB)
EK 613
Dubai Arriving!
and even return to Islamabad EK 614"
Emirates,3-Oct,Esraa Muhammad,"23 March,",,"The ground staff decided to close the boarding gate 20 mins before the flight (March 12: DXB-Cairo) . He closed the system in front of me and refused to take my boarding pass. He said ""sorry the captain is taking off and I have another call"" I was left with no choice but to got to gate B18 - Connection desk and purchase a new ticket for next flight at 12:00 pm on Monday 13 March total 1200 AED. I already paid 2085 AED for the original ticket. I lost time, money and peace of mind that I thought I will avoid if I choose Emirates Airlines."
Emirates,4-Oct,ar,"15 March,",,"Flew from Munich to Dubai. Staff at check in seemed not very knowledgeable: I'm a Skywards Gold member so am allowed to bring additional luggage, however the guy who checked me in wanted me to pay for the additional luggage. Had to point out to him that I am allowed more. 
Boarding was very hectic, as the boarding was done from 2 gates (A380) and I was sent back and forth by the staff between the 2 gates, as apparently the gate mentioned on my ticket was the wrong one. In the plane people were walking back and forth in the isles as some took the wrong tube to enter (there were no signs)
When dinner was served I had a choice of chicken or fish. I wanted the fish, but this was already finished. This has happened now several times that I could not get the meal of my choice. When I mentioned this, I was told that I should indicate a special meal when booking the flight. Really??? They were then trying to see if they could somehow find a fish meal anyway, but they then forgot about me...15 minutes laterI asked about it and all they had was the chicken. When I finished my meal they came to tell me they did find one, but it would take 20 minutes to warm up... No thanks. "
Emirates,8-Oct,,"13 February,",,"We flew from Perth to Birmingham with Emirates via Dubai at Christmas time (departed 19th December, returned on January 10th).    The food was excellent, very fresh and there were snacks available if needed. Seats were comfortable and could tilt back which was great, however, not so great if everybody didn't tilt their seats back! The inflight entertainment was top class with personal screens and a huge number of movies (new and old), tv shows and radio/cds to listen to, it made the long haul flight much more enjoyable. We travelled through Dubai which was extremely busy but all flights left on time and boarded quickly. The flights were expensive but that is usual that time of year so was expected.          "
Emirates,10-Oct,,"20 November,",,"One of the best airlines, I fly only emirates, Excellent Customer service Best Skyward miles, food is good and seat are extremely nice"
Emirates,9-Oct,ar,"20 February,",,Flew on Boeing 777-500 from London Gatwick to Dubai.Dubai - Hong Kong in First Class on A380 which was fantastic.Must compliment Emma the lovely Australian stewardess who was excellent and the most obliging stewardess we have ever experienced.If required I will provide flight details etc to confirm.Return legs to UK in Business Class were excellent
Emirates,4-Oct,ar,"27 October,",,"The cabin crew's attentiveness was disgraceful. I noticed that my headphones didn't work so asked a stewardess for a replacement pair shortly after take off. After a half hour, I assumed she'd forgotten and pressed the assistance button. It remained ""ON"" for the remainder of the flight. Staff did their very best to avoid eye contact and ignored further hails. The lady in front also hailed a crew member (quite loudly) only to have her turn her head as she walked past!! Only one of the meals on the menu was still available when we were served. And they served us relatively early. We paid a premium to fly with Emirates, so were disgusted by the lack of service.

EDITORS COMMENT: You are right to expect better."
Emirates,7-Oct,ar,"18 February,",,"Ek 205 MXP to JFK, the flight wasn't very busy which was nice as a few vacant seats were around to lay flat and catch some sleep.
The flight attendants were nice and friendly, refreshments were offered every now and then, an arab attendant offered extra pillows and blankets to make it extra comfy, the food however was so and so, could be better"
Emirates,6-Oct,ar,"01 February,",,"Flying from hong kong to dubai took 10and a half hours when it should have taken 7.
I missed my connecting  flight by 25 minutes. I was given another flight and had to wait 7 hours.
When i was onboard i was so tired i fell asleep during flight. When food was served i was woken up and so i said i did not want dinner. The air hostess remarked that is it my intentions not to be disturbed and that i should have a sticker to stick on the seat. I said sorry i didnt realise. After a while i woke up, but however i was not given food or offer a drink again throughout the whole 8 hour transfer flight back to Birmingham.
Thanks Emirates for making me delayed for 7 hours sleeping in the airport lounge and also have touchy air stewardess who dont consider flyers might be just tired and not grumpy when they first decline food service. It doesnt mean they dont want refreshment all through the flight

EDITORS COMMENT: Unfortunately in Economy with so many passengers the cabin crew simply can't serve food around passengers sleeping times. If you are asleep and want the meal later that's not going to happen as they are not allowed to reheat a meal for food safety reasons. "
Emirates,9-Oct,ar,"08 July,",,"DXB-LAX-DXB on A380 in Business Class. Was extremely disappointed in that Emirates has crammed 7-across in this cabin 2-3-2, unlike other ""premium"" carriers who all offer less across--even on smaller planes. This makes the seats extremely narrow, difficult to sleep in, and there are NO seats to choose that do not entail suffering someone climbing over your legs or you climbing over theirs in and out, unless the flight isn't full and it usually is on Emirates! All other services were up-to-the-mark and no complaints. But on a long trip like this, seat comfort and room makes up for a huge percentage of the overall experience. Emirates is in clear and present danger of becoming an inferior product to their competitors (Eihad comes to mind on this super-long non-stop route!) even though EK has the A380! ""Stars"" are being subtracted only for the cramped premium-class seating layout!"
Emirates,8-Oct,Shivika Perera,"17 March,",,Best airline ever with the friendliest cabin crew. Overall the in-flight entertainment is excellent. Though the ticket prices are high their service is the best. Meals are a bit poor. I appreciate if u guys can make the menu a bit more exciting just like the Singapore airlines menu. Need to work on that.
Emirates,5-Oct,ar,"31 March,",,"I do not usually make a complaint but am making an exception for Emirates. I booked and paid for seats on the 10th February for the flight from Manchester (UK) to Dubai  for myself and my wife  and would have done the same from Dubai to Melbourne  If I could have accessed the plane seat plan which did not work.
The booked seats were confirmed and we boarded the plane at Manchester on the 5th March. We were told our seats were not available due to a change in seating arrangements. When we asked why the change had not been advised prior to boarding the plane we were told to make a complaint via the Emirates website. On arrival at our final destination  with our family in Cairns I eventually, with difficulty, was able to complete the complaint form and later received a response that the enquiries would take up to 30 days.
I had the same problem on the 30th March when I again tried to change seats for the flight from Melbourne to Dubai and to Manchester. When I telephoned to ask for advice I was told that since our flight from Cairns to Melbourne was with Qantas, Emirates could not make any changes.
I have never had similar problems in the past with Qantas or Singapore airlines "
Emirates,6-Oct,ar,"19 September,",,"This is the first time I have reviewed an airline. My review is based upon my (our) experience with lots of other airlines from North Korea Air at the very bottom to British Airways at the very top and lots of major and minor airlines in between. 

I wanted to share our complete safety alarm with our 5 leg journey from Sydney to Dubai (August 2016), Dubai to London, Prague to Dubai, Dubai to Bangkok, Bangkok to Sydney (September 2016). 

Most alarming across ""all flights"" were the total disregard for passenger safety in the cabin. These are the examples i saw first hand; passengers allowed to stand and crew continue serve when the seatbelt sign is clearly on and also mentioned over the PA, passengers going to the bathroom while the seatbelt is on and the plane actually in turbulence, and passengers totally unchallenged in getting their cabin baggage as the plane was moving on the main taxi runway at Gatwick.

If cabin staff across these 5 legs consistently show disregard to passenger safety one can only speculate that there is a endemic problem at Emirates. So far as i am concerned i will not fly Emirates Airlines until they show a total backflip toward passenger safety. "
Emirates,9-Oct,ar,"12 June,",,"We flew from Dubai to Vienna in March 2012. The aircraft was a 777, we were in economy class. The flight was the start of our holiday and what a great start.  The onboad crews service was exceptional by any standard. The aircraft itself was clean and fresh and the entertainment system just can not be beaten. Since that flight I have flown extensively with Emirates - mostly longhaul flights - and they have never disappointed me. Great airline."
Emirates,8-Oct,ar,"18 June,",,"Been flew with Emirates from Australia to Austria, on 2015 and 2016. It was very please experience overall. It is expensive than others but it worth of spending, because we like to fly the quickest flights rather than lay overs.  Would recommend and will fly again in the future. Maybe next time we will try to fly from Bali instead of from Austria  a as we would like to spend a few days with my family than Austria with my husband family. The airport in Dubai was excellent, mostly shopping for guddgets or electronics. And the restaurants and cafes so much choices. Mostly on time and the check in staffs really great."
Emirates,5-Oct,ar,"01 July,",,"SYD / DBX / FCO - VCE / DBX / SYD. i am 6ft+, the economy seat pitch is appalling. How an airline expects you to sit, sleep and eat in the seat provided is ridiculous, then, once your advised your selection is not available you move on to a cold bread role, freezing cutlery and followed by a very chilled red wine. All juggled on a tray designed to allow said cold cutlery, bread role and any other item not tied down to fall on the floor, this naturally takes place after the traveller in front has pushed his seat (cell) back in order to make it impossible to eat. Now the crew, Emirates proudly announced they had many language speakers onboard, I am not sure but I think one of the announcements was in English, anyway it may as well all been in Italian as it was totally garbled and unintelligible. The crew were very average, more concerned with discussion amongst themselves than actually looking and speaking directly to the customer. The good, they actually controlled and boarded sections as should be i.e. passengers at the rear boarded first. Every flight on time, baggage arrived and an extraordinary good entertainment system given the cross section of travellers. Emirates are typical of an airline that has grown quickly but unable to maintain its customer service at the level required with this growth.  "
Emirates,4-Oct,ar,"07 August,",,"the emirates plane which went up in flames in Dubai airport was a known event before emirates departed Dublin for Dubai. I had a connection to perth which you would think a competent airline would arrange for reconnection for you, instead me and thousands of others got off in Dubai and made queue for hours and hours in lines where there was no information no management, no consideration for emirate passengers what so ever, young or old, after 5 hours of queuing I was exhausted. in this time only a handful of people were dealt with as emirates staff could not process the connection changes themselves but could only stare into computer screens and require services of their helpdesk which mostly rang out. I have never in my life come across such incompetence and complete disregard for their customers well being. no info, no talking, no announcements, no help, and on top of that no security, no crowd or Q control leading to several fights within the crowd in Dubai. an absolute nightmare completely mismanaged and mishandled by Dubai airport and emirates. emirates staff and systems (booking) are neither trained or appropriate for dealing with such issues (a hub airport/airline should be)"
Emirates,6-Oct,ar,"01 December,",,"Saved up and flew business with Emirates to Dubai  in the much praised A380 What an abject disappointment . 
Far too many people crowded into a hot upper deck , with a long walk to the toilets , very noisy and far from the experience we expected .
The flight from Dubai to Prague had us enduring children running up from economy , and several middle eastern families decided they and all their children would upgrade themselves , unbelievable !
The return flight from Paris to Dubai was characterised by meals being served at bizarre times , and it was as if the staff just wanted to get it over with .
As we had left Paris at a reasonable time , we were offered breakfast at 3.30 in the morning , and lunch at 8.30 am Paris time .
Never again .it's easy to see why they weren't in the top 4 airlines in the awards for long haul . "
Emirates,4-Oct,Rashidah Khan,"01 February,",,Travelled with 2 babies and we r family of 8 total. Crews were unhelpful and rude. Food was horrible and although we ate we were hungry when we alighted. Received luggage late and 1 damaged. Sent email but took so long to reply. Send a chaser through facebook and they responded the next day. They only compensating 5 passengers instead of 8 and despite all luggages for 8 passengers were delayed more than 24 hrs. Their email team got facts wrongly in their respond and refused to escalate this when i requested. Bad service from all levels.
Emirates,8-Oct,ar,"01 July,",,"We travelled from Perth to Dubai on an A380 for the first time.
Despite booking months in advance, we were given seats in the very rear (tail section) of the plane.   88A and 88B.
The Chart in the seat pocket referred to these seats as ""bad"" for their location.
When checking in we asked if we could have seats in a central location, but were just given these.
What does a person have to do to get a reasonable seat these  days.?
Half way across the Indian Ocean, I thought the plane was going to fall into the sea.
It shook violently from side to side for quite some time and I had never experienced such violent shaking before.
From Dubai to Perth, we were given a "" breakfast "" after about 90 minutes  ( about 4am ) and then nothing to eat until about 3.30 to 4.00pm.
I presume that Emerites expects everyone to sleep in their seats for all of this time, but what about those who can't sleep.
A sandwich and a drink would have been well received, but northing was offered.
Finally, before take-off at Dubai, the Stewards were suppose to walk around and check to see that everyone was sitting upright and had their seat belt on.
Where I was seated, I could see people laying across 3 seats, obvious.

EDITORS COMMENT: Snacks are available  during the flight you just have to ask for them as they don't come through the cabin with them "
Emirates,5-Oct,ar,"19 January,",,"On a recent flight from Cape Town to Sydney I was shocked at how emirates have completely dropped the ball. They use to be a great airline but now they are so incredibly rude and will arrogantly brush off any criticism as the passengers problem. In Southern Africa they changed the baggage policy but failed to properly inform the passengers. Instead of one 30kg bag you must now take two 23kg bags which meant many passengers had bags over 23kg. To ""get out"" of this dilemma, emirates makes you pay a standard $75 penalty fee. I was shocked at the sheer volume of passengers that had to pay this fee. When I complained to the ground staff I was rudely shouted at by their senior manager "
Emirates,8-Oct,ar,"24 January,",,"The Emirates Business Class product is very good indeed.   One of the real plus points is the chauffeur service to get me to and from the airport,  This represents a saving of over Ãƒâ€šÃ‚Â£250 on taxi fares.  The lounges at Gatwick and in Dubai are very good, whether you want to relax, have a meal before your flight or sit down and do some work.

On board the seats are a little on the narrow side and are not the best for sleeping in, even when the seat is fully extended in to a flat bed.  The food is pretty average.  I have have had better on other airlines, but have also had a lot worse.  I normally eat in the lounge where the choice, quality and freshness is much better.  

The on board complientary bar on the A380  is a nice touch but I wonder how long it will be before a) it will continue to be free or b) it will be removed altogether.  There is room for at least 4 or 6 more seats in that space - we all know how the bean counters like to maximise revenue !!

Emirates is my airline of choice and I am prepared to fork out the extra for Business Class.  I did once fly in economy on a 777 and it is not an experience i would care to repeat"
Emirates,6-Oct,ar,"01 March,",,"Recently flew from Dallas to Dubia. The advertisement for Emirates is very deceptive. They stop video before getting to economy section, where seats are much to small and leg room is neglectable. I would be glad to pay a little more money for more leg and seat room. I have bragged about this airline to my friends, for I flown emirates before and it was a nice experience, but not this time. Will choose another airlines next time. Let me say, service  was great, all employees worked hard on that long flight, no complaints there. Just NOT enough room in economy."
Emirates,4-Oct,ar,"28 December,",,It took over 1 hour after to take off for a drink or any service. It then took a further hour for the waste from our meal to be collected. There seems to be no urgency in the service level given by the cabin staff. It would help if they had two cabin crew working a trolley rather than one. This was my first and last very disappointed flight with Emirates. I would take Qantas any day over Emirates.
Emirates,8-Oct,ar,"20 December,",,"Great experience with Emirates from the check-in team to the air crew.  Only disappointment was with rules re Qantas Club membership and use of Emirates lounges.  Can only use Emirates lounges if flying Business or above.  Very disappointing when I pay for my Qantas membership.  Would stop me from flying with them again, as I can use Qantas lounges flying economy."
Emirates,7-Oct,ar,"04 February,",,"A badly done job EMIRATES!

December 2015. KARACHI, PK TO VICTORIA, CANADA There was a city wide emergency situation due to a major water pipeline burst which caused traffic havoc. Flooded roads and stalled traffic caused immense flight and passenger delays. I was unable to make it to the airport within the regular check in time. However, managed to reach an agent while my Emirates flight was still boarding. I was denied boarding by Emirates and charged a USD 600 'no show' fee. Emirates was busy accommodating passengers from the previous flight. Not only did they not accommodate me and other stranded fellow passengers, but additionally I was repeatedly told and I quote: ""The predicament you found yourself was not due to Emirates""!!!
It was the most stressful travel experience I have ever had. A badly done job Emirates!

The next Emirates flight that I did manage to take was a few days later on a regular day with no exceptional circumstances; however, my Emirates flight departed 20 mins late. No compensation to the passengers for the delay!"
Emirates,6-Oct,ar,"17 September,",,"Having recently flown east-coast Australia to north Africa, then Australia to Abu Dhabi, and then Brisbane to Barcelona all within the last 11 months, I can authoritatively report that First Class A380 Emirates is no better than Etihad Business (at half the cost).  Apart from the 4 minute phone box size on board shower on the Emirates A380 (more of a time-filling novelty than a necessity anyway), there is nothing to commend Emirates over Etihad.  The crew out of Brisbane is on their last of a six-leg Auckland run, and ours was obviously and overtly tired and de-motivated.  We were expecting a nice experience, and after the limo and efficient Emirates First check-in, there is no glamour whatsoever as all their lounges are crowded, noisy and tired.  And getting off via stairs onto a bus is not a First class experience, nor is zero priority boarding on the return leg.  Our experience suggests Emirates has grown too big too fast, their A380's 84+ business & 14 First class seats are sterile, and the interior offers nil glamour.  The on-gound and airport experiences are dumbed down for the volume, and don't provide the back-up for cabin crews that otherwise tried quite hard.  The A380 is too big, too slow, noisy and despite repeated requests/complaints from everyone in the First cabin that it was stuffy, the aircon is just too hot.  No flights suits/jamas in business, No socks and or earplugs in First is not a premium experience and we're still awaiting one piece of luggage that went astray."
Emirates,4-Oct,ar,"20 August,",,"Recently my fiane and I decided to take a short vacation to Greece, upon EK 3109 and returning on EK 3110. We are currently living in the UAE and always travel with Emirates for all our international destinations. I have done a fair amount of traveling this past month and usually the level and quality of emirates airlines is superb. Unfortunately I cannot say the same for our trip to Greece. We are both Skywards members and It saddens me to see that the amount of money one spends to fly with a world renowned, quality airline simply cannot be justified. On our flight to Athens, both of our seats were broken, making it very difficult and uncomfortable to even sit back. The cabin crew completely dismissed my order for drinks and then brought an entirely different order to what I had requested. On top of this there was a system error with the tv screens, which caused a delay for almost half an hour. This wouldn't necessarily be a problem but it is highly concerning considering one of the cabin crew informed us that the aircraft was an old one, which does not bode well for the service one expects when paying the rates for a top airline. We experienced the same issues on our flight home and were informed it was the same aircraft we had flown from DXB to Athens a week earlier. According to the staff the plane was full and we couldn't even be moved into seats that didn't spring back and forth due to broken recliner buttons. It saddens me to write such a report but I also do expect a certain level of comfort and service when I willing choose to pay fees for top class flights. "
