,Text,Author,text_length,word_count,avg_word_length,type_to_token_ratio,punctuations_count,avg_sentence_length,POS_Nouns,POS_Verbs,flesch_reading_score,gunning_fog_index,unique_word_count,stopwords_number,cleaned_text,cleaned_tokens
1843,"97. Constitutional rights are useful up to a point, but they do not serve to guarantee much more than what could be called the bourgeois conception of freedom. According to the bourgeois conception, a ""free"" man is essentially an element of a social machine and has only a certain set of prescribed and delimited freedoms; freedoms that are designed to serve the needs of the social machine more than those of the individual. Thus the bourgeois's ""free"" man has economic freedom because that promotes growth and progress; he has freedom of the press because public criticism restrains misbehavior by political leaders; he has a rights to a fair trial because imprisonment at the whim of the powerful would be bad for the system. This was clearly the attitude of Simon Bolivar. To him, people deserved liberty only if they used it to promote progress (progress as conceived by the bourgeois). Other bourgeois thinkers have taken a similar view of freedom as a mere means to collective ends. Chester C. Tan, ""Chinese Political Thought in the Twentieth Century,"" page 202, explains the philosophy of the Kuomintang leader Hu Han-min: ""An individual is granted rights because he is a member of society and his community life requires such rights. By community Hu meant the whole society of the nation."" And on page 259 Tan states that according to Carsum Chang (Chang Chun-mai, head of the State Socialist Party in China) freedom had to be used in the interest of the state and of the people as a whole. But what kind of freedom does one have if one can use it only as someone else prescribes? FC's conception of freedom is not that of Bolivar, Hu, Chang or other bourgeois theorists. The trouble with such theorists is that they have made the development and application of social theories their surrogate activity. Consequently the theories are designed to serve the needs of the theorists more than the needs of any people who may be unlucky enough to live in a society on which the theories are imposed.",TK,2003,344,5.8226744186046515,0.6830601092896175,44,23.0,0.2309941520467836,0.09649122807017543,53.04,14.2,125,168,constitutional right useful point serve guarantee much could called bourgeois conception freedom according bourgeois conception free man essentially element social machine certain set prescribed delimited freedom freedom designed serve need social machine individual thus bourgeois free man economic freedom promotes growth progress freedom press public criticism restrains misbehavior political leader right fair trial imprisonment whim powerful would bad system clearly attitude simon bolivar people deserved liberty used promote progress progress conceived bourgeois bourgeois thinker taken similar view freedom mere mean collective end chester c tan chinese political thought twentieth century page explains philosophy kuomintang leader hu han min individual granted right member society community life requires right community hu meant whole society page tan state according carsum chang chang chun mai head state socialist party china freedom used interest state people whole kind freedom one one use someone else prescribes fc conception freedom bolivar hu chang bourgeois theorist trouble theorist made development application social theory surrogate activity consequently theory designed serve need theorist need people may unlucky enough live society theory imposed,"['constitutional', 'right', 'useful', 'point', 'serve', 'guarantee', 'much', 'could', 'called', 'bourgeois', 'conception', 'freedom', 'according', 'bourgeois', 'conception', 'free', 'man', 'essentially', 'element', 'social', 'machine', 'certain', 'set', 'prescribed', 'delimited', 'freedom', 'freedom', 'designed', 'serve', 'need', 'social', 'machine', 'individual', 'thus', 'bourgeois', 'free', 'man', 'economic', 'freedom', 'promotes', 'growth', 'progress', 'freedom', 'press', 'public', 'criticism', 'restrains', 'misbehavior', 'political', 'leader', 'right', 'fair', 'trial', 'imprisonment', 'whim', 'powerful', 'would', 'bad', 'system', 'clearly', 'attitude', 'simon', 'bolivar', 'people', 'deserved', 'liberty', 'used', 'promote', 'progress', 'progress', 'conceived', 'bourgeois', 'bourgeois', 'thinker', 'taken', 'similar', 'view', 'freedom', 'mere', 'mean', 'collective', 'end', 'chester', 'c', 'tan', 'chinese', 'political', 'thought', 'twentieth', 'century', 'page', 'explains', 'philosophy', 'kuomintang', 'leader', 'hu', 'han', 'min', 'individual', 'granted', 'right', 'member', 'society', 'community', 'life', 'requires', 'right', 'community', 'hu', 'meant', 'whole', 'society', 'page', 'tan', 'state', 'according', 'carsum', 'chang', 'chang', 'chun', 'mai', 'head', 'state', 'socialist', 'party', 'china', 'freedom', 'used', 'interest', 'state', 'people', 'whole', 'kind', 'freedom', 'one', 'one', 'use', 'someone', 'else', 'prescribes', 'fc', 'conception', 'freedom', 'bolivar', 'hu', 'chang', 'bourgeois', 'theorist', 'trouble', 'theorist', 'made', 'development', 'application', 'social', 'theory', 'surrogate', 'activity', 'consequently', 'theory', 'designed', 'serve', 'need', 'theorist', 'need', 'people', 'may', 'unlucky', 'enough', 'live', 'society', 'theory', 'imposed']"
1844,"54. A few pre-industrial cities were very large and crowded, yet their inhabitants do not seem to have suffered from psychological problems to the same extent as modern man. In America today there still are uncrowded rural areas, and we find there the same problems as in urban areas, though the problems tend to be less acute in the rural areas. Thus crowding does not seem to be the decisive factor.",TK,401,71,5.647887323943662,0.8461538461538461,8,17.75,0.16901408450704225,0.08450704225352113,55.88,12.3,33,35,pre industrial city large crowded yet inhabitant seem suffered psychological problem extent modern man america today still uncrowded rural area find problem urban area though problem tend le acute rural area thus crowding seem decisive factor,"['pre_industrial', 'city', 'large', 'crowded', 'yet', 'inhabitant', 'seem', 'suffered', 'psychological', 'problem', 'extent', 'modern', 'man', 'america', 'today', 'still', 'uncrowded', 'rural', 'area', 'find', 'problem', 'urban', 'area', 'though', 'problem', 'tend', 'le', 'acute', 'rural', 'area', 'thus', 'crowding', 'seem', 'decisive', 'factor']"
1845,"209. The reason why technology has seemed always to progress is that, until perhaps a century or two before the Industrial Revolution, most technology was small-scale technology. But most of the technology developed since the Industrial Revolution is organization-dependent technology. Take the refrigerator for example. Without factory-made parts or the facilities of a post-industrial machine shop it would be virtually impossible for a handful of local craftsmen to build a refrigerator. If by some miracle they did succeed in building one it would be useless to them without a reliable source of electric power. So they would have to dam a stream and build a generator. Generators require large amounts of copper wire. Imagine trying to make that wire without modern machinery. And where would they get a gas suitable for refrigeration? It would be much easier to build an icehouse or preserve food by drying or picking, as was done before the invention of the refrigerator.",TK,978,157,6.229299363057325,0.7849462365591398,18,14.272727272727273,0.2375,0.11875,47.08,10.87,73,71,reason technology seemed always progress perhaps century two industrial revolution technology small scale technology technology developed since industrial revolution organization dependent technology take refrigerator example without factory made part facility post industrial machine shop would virtually impossible handful local craftsman build refrigerator miracle succeed building one would useless without reliable source electric power would dam stream build generator generator require large amount copper wire imagine trying make wire without modern machinery would get gas suitable refrigeration would much easier build icehouse preserve food drying picking done invention refrigerator,"['reason', 'technology', 'seemed', 'always', 'progress', 'perhaps', 'century', 'two', 'industrial', 'revolution', 'technology', 'small_scale', 'technology', 'technology', 'developed', 'since', 'industrial', 'revolution', 'organization_dependent', 'technology', 'take', 'refrigerator', 'example', 'without', 'factory_made', 'part', 'facility', 'post_industrial', 'machine', 'shop', 'would', 'virtually', 'impossible', 'handful', 'local', 'craftsman', 'build', 'refrigerator', 'miracle', 'succeed', 'building', 'one', 'would', 'useless', 'without', 'reliable', 'source', 'electric', 'power', 'would', 'dam', 'stream', 'build', 'generator', 'generator', 'require', 'large', 'amount', 'copper', 'wire', 'imagine', 'trying', 'make', 'wire', 'without', 'modern', 'machinery', 'would', 'get', 'gas', 'suitable', 'refrigeration', 'would', 'much', 'easier', 'build', 'icehouse', 'preserve', 'food', 'drying', 'picking', 'done', 'invention', 'refrigerator']"
1846,"210. So it is clear that if the industrial system were once thoroughly broken down, refrigeration technology would quickly be lost. The same is true of other organization-dependent technology. And once this technology had been lost for a generation or so it would take centuries to rebuild it, just as it took centuries to build it the first time around. Surviving technical books would be few and scattered. An industrial society, if built from scratch without outside help, can only be built in a series of stages: You need tools to make tools to make tools to make tools ... . A long process of economic development and progress in social organization is required. And, even in the absence of an ideology opposed to technology, there is no reason to believe that anyone would be interested in rebuilding industrial society. The enthusiasm for ""progress"" is a phenomenon particular to the modern form of society, and it seems not to have existed prior to the 17th century or thereabouts.",TK,989,168,5.886904761904762,0.7558139534883721,23,18.444444444444443,0.21818181818181817,0.13333333333333333,50.36,12.9,65,79,clear industrial system thoroughly broken refrigeration technology would quickly lost true organization dependent technology technology lost generation would take century rebuild took century build first time around surviving technical book would scattered industrial society built scratch without outside help built series stage need tool make tool make tool make tool long process economic development progress social organization required even absence ideology opposed technology reason believe anyone would interested rebuilding industrial society enthusiasm progress phenomenon particular modern form society seems existed prior century thereabouts,"['clear', 'industrial', 'system', 'thoroughly', 'broken', 'refrigeration', 'technology', 'would', 'quickly', 'lost', 'true', 'organization_dependent', 'technology', 'technology', 'lost', 'generation', 'would', 'take', 'century', 'rebuild', 'took', 'century', 'build', 'first', 'time', 'around', 'surviving', 'technical', 'book', 'would', 'scattered', 'industrial', 'society', 'built', 'scratch', 'without', 'outside', 'help', 'built', 'series', 'stage', 'need', 'tool', 'make', 'tool', 'make', 'tool', 'make', 'tool', 'long', 'process', 'economic', 'development', 'progress', 'social', 'organization', 'required', 'even', 'absence', 'ideology', 'opposed', 'technology', 'reason', 'believe', 'anyone', 'would', 'interested', 'rebuilding', 'industrial', 'society', 'enthusiasm', 'progress', 'phenomenon', 'particular', 'modern', 'form', 'society', 'seems', 'existed', 'prior', 'century', 'thereabouts']"
1847,"21. Leftists may claim that their activism is motivated by compassion or by moral principle, and moral principle does play a role for the leftist of the oversocialized type. But compassion and moral principle cannot be the main motives for leftist activism. Hostility is too prominent a component of leftist behavior; so is the drive for power. Moreover, much leftist behavior is not rationally calculated to be of benefit to the people whom the leftists claim to be trying to help. For example, if one believes that affirmative action is good for black people, does it make sense to demand affirmative action in hostile or dogmatic terms? Obviously it would be more productive to take a diplomatic and conciliatory approach that would make at least verbal and symbolic concessions to white people who think that affirmative action discriminates against them. But leftist activists do not take such an approach because it would not satisfy their emotional needs. Helping black people is not their real goal. Instead, race problems serve as an excuse for them to express their own hostility and frustrated need for power. In doing so they actually harm black people, because the activists' hostile attitude toward the white majority tends to intensify race hatred.",TK,1263,206,6.131067961165049,0.6864406779661016,19,18.727272727272727,0.23300970873786409,0.11650485436893204,50.57,13.68,81,90,leftist may claim activism motivated compassion moral principle moral principle play role leftist oversocialized type compassion moral principle cannot main motif leftist activism hostility prominent component leftist behavior drive power moreover much leftist behavior rationally calculated benefit people leftist claim trying help example one belief affirmative action good black people make sense demand affirmative action hostile dogmatic term obviously would productive take diplomatic conciliatory approach would make least verbal symbolic concession white people think affirmative action discriminates leftist activist take approach would satisfy emotional need helping black people real goal instead race problem serve excuse express hostility frustrated need power actually harm black people activist hostile attitude toward white majority tends intensify race hatred,"['leftist', 'may', 'claim', 'activism', 'motivated', 'compassion', 'moral', 'principle', 'moral', 'principle', 'play', 'role', 'leftist', 'oversocialized', 'type', 'compassion', 'moral', 'principle', 'cannot', 'main', 'motif', 'leftist', 'activism', 'hostility', 'prominent', 'component', 'leftist', 'behavior', 'drive', 'power', 'moreover', 'much', 'leftist', 'behavior', 'rationally', 'calculated', 'benefit', 'people', 'leftist', 'claim', 'trying', 'help', 'example', 'one', 'belief', 'affirmative', 'action', 'good', 'black', 'people', 'make', 'sense', 'demand', 'affirmative', 'action', 'hostile', 'dogmatic', 'term', 'obviously', 'would', 'productive', 'take', 'diplomatic', 'conciliatory', 'approach', 'would', 'make', 'least', 'verbal', 'symbolic', 'concession', 'white', 'people', 'think', 'affirmative', 'action', 'discriminates', 'leftist', 'activist', 'take', 'approach', 'would', 'satisfy', 'emotional', 'need', 'helping', 'black', 'people', 'real', 'goal', 'instead', 'race', 'problem', 'serve', 'excuse', 'express', 'hostility', 'frustrated', 'need', 'power', 'actually', 'harm', 'black', 'people', 'activist', 'hostile', 'attitude', 'toward', 'white', 'majority', 'tends', 'intensify', 'race', 'hatred']"
1848,"171. But suppose now that industrial society does survive the next several decade and that the bugs do eventually get worked out of the system, so that it functions smoothly. What kind of system will it be? We will consider several possibilities.",TK,246,42,5.857142857142857,0.9090909090909091,5,10.5,0.17073170731707318,0.12195121951219512,57.27,10.36,20,21,suppose industrial society survive next several decade bug eventually get worked system function smoothly kind system consider several possibility,"['suppose', 'industrial', 'society', 'survive', 'next', 'several', 'decade', 'bug', 'eventually', 'get', 'worked', 'system', 'function', 'smoothly', 'kind', 'system', 'consider', 'several', 'possibility']"
1849,"151. The social disruption that we see today is certainly not the result of mere chance. It can only be a result fo the conditions of life that the system imposes on people. (We have argued that the most important of these conditions is disruption of the power process.) If the systems succeeds in imposing sufficient control over human behavior to assure itw own survival, a new watershed in human history will have passed. Whereas formerly the limits of human endurance have imposed limits on the development of societies (as we explained in paragraphs 143, 144), industrial-technological society will be able to pass those limits by modifying human beings, whether by psychological methods or biological methods or both. In the future, social systems will not be adjusted to suit the needs of human beings. Instead, human being will be adjusted to suit the needs of the system. [27]",TK,885,148,5.97972972972973,0.7564102564102564,21,16.555555555555557,0.25517241379310346,0.10344827586206896,50.06,13.03,59,67,social disruption see today certainly result mere chance result fo condition life system imposes people argued important condition disruption power system succeeds imposing sufficient control human behavior assure itw survival new watershed human history passed whereas formerly limit human endurance imposed limit development society explained paragraph industrial technological society able pas limit modifying human being whether psychological method biological method future social system adjusted suit need human being instead human adjusted suit need system,"['social', 'disruption', 'see', 'today', 'certainly', 'result', 'mere', 'chance', 'result', 'fo', 'condition', 'life', 'system', 'imposes', 'people', 'argued', 'important', 'condition', 'disruption', 'power', 'system', 'succeeds', 'imposing', 'sufficient', 'control', 'human', 'behavior', 'assure', 'itw', 'survival', 'new', 'watershed', 'human', 'history', 'passed', 'whereas', 'formerly', 'limit', 'human', 'endurance', 'imposed', 'limit', 'development', 'society', 'explained', 'paragraph', 'industrial_technological', 'society', 'able', 'pas', 'limit', 'modifying', 'human', 'being', 'whether', 'psychological', 'method', 'biological', 'method', 'future', 'social', 'system', 'adjusted', 'suit', 'need', 'human', 'being', 'instead', 'human', 'adjusted', 'suit', 'need', 'system']"
1850,"96. As for our constitutional rights, consider for example that of freedom of the press. We certainly don't mean to knock that right: it is very important tool for limiting concentration of political power and for keeping those who do have political power in line by publicly exposing any misbehavior on their part. But freedom of the press is of very little use to the average citizen as an individual. The mass media are mostly under the control of large organizations that are integrated into the system. Anyone who has a little money can have something printed, or can distribute it on the Internet or in some such way, but what he has to say will be swamped by the vast volume of material put out by the media, hence it will have no practical effect. To make an impression on society with words is therefore almost impossible for most individuals and small groups. Take us (FC) for example. If we had never done anything violent and had submitted the present writings to a publisher, they probably would not have been accepted. If they had been accepted and published, they probably would not have attracted many readers, because it's more fun to watch the entertainment put out by the media than to read a sober essay. Even if these writings had had many readers, most of these readers would soon have forgotten what they had read as their minds were flooded by the mass of material to which the media expose them. In order to get our message before the public with some chance of making a lasting impression, we've had to kill people.",TK,1541,274,5.624087591240876,0.8015873015873016,27,22.833333333333332,0.20146520146520147,0.13553113553113552,54.66,13.76,101,149,constitutional right consider example freedom press certainly mean knock right important tool limiting concentration political power keeping political power line publicly exposing misbehavior part freedom press little use average citizen individual mass medium mostly control large organization integrated system anyone little money something printed distribute internet way say swamped vast volume material put medium hence practical effect make impression society word therefore almost impossible individual small group take u fc example never done anything violent submitted present writing publisher probably would accepted accepted published probably would attracted many reader fun watch entertainment put medium read sober essay even writing many reader reader would soon forgotten read mind flooded mass material medium expose order get message public chance making lasting impression kill people,"['constitutional', 'right', 'consider', 'example', 'freedom', 'press', 'certainly', 'mean', 'knock', 'right', 'important', 'tool', 'limiting', 'concentration', 'political', 'power', 'keeping', 'political', 'power', 'line', 'publicly', 'exposing', 'misbehavior', 'part', 'freedom', 'press', 'little', 'use', 'average', 'citizen', 'individual', 'mass', 'medium', 'mostly', 'control', 'large', 'organization', 'integrated', 'system', 'anyone', 'little', 'money', 'something', 'printed', 'distribute', 'internet', 'way', 'say', 'swamped', 'vast', 'volume', 'material', 'put', 'medium', 'hence', 'practical', 'effect', 'make', 'impression', 'society', 'word', 'therefore', 'almost', 'impossible', 'individual', 'small_group', 'take', 'u', 'fc', 'example', 'never', 'done', 'anything', 'violent', 'submitted', 'present', 'writing', 'publisher', 'probably', 'would', 'accepted', 'accepted', 'published', 'probably', 'would', 'attracted', 'many', 'reader', 'fun', 'watch', 'entertainment', 'put', 'medium', 'read', 'sober', 'essay', 'even', 'writing', 'many', 'reader', 'reader', 'would', 'soon', 'forgotten', 'read', 'mind', 'flooded', 'mass', 'material', 'medium', 'expose', 'order', 'get', 'message', 'public', 'chance', 'making', 'lasting', 'impression', 'kill', 'people']"
1851,"2. The industrial-technological system may survive or it may break down. If it survives, it MAY eventually achieve a low level of physical and psychological suffering, but only after passing through a long and very painful period of adjustment and only at the cost of permanently reducing human beings and many other living organisms to engineered products and mere cogs in the social machine. Furthermore, if the system survives, the consequences will be inevitable: There is no way of reforming or modifying the system so as to prevent it from depriving people of dignity and autonomy.",TK,587,96,6.114583333333333,0.9,10,24.0,0.1875,0.14583333333333334,30.54,20.72,45,46,industrial technological system may survive may break survives may eventually achieve low level physical psychological suffering passing long painful period adjustment cost permanently reducing human being many living organism engineered product mere cog social machine furthermore system survives consequence inevitable way reforming modifying system prevent depriving people dignity autonomy,"['industrial_technological', 'system', 'may', 'survive', 'may', 'break', 'survives', 'may', 'eventually', 'achieve', 'low', 'level', 'physical', 'psychological', 'suffering', 'passing', 'long', 'painful', 'period', 'adjustment', 'cost', 'permanently', 'reducing', 'human', 'being', 'many', 'living', 'organism', 'engineered', 'product', 'mere', 'cog', 'social', 'machine', 'furthermore', 'system', 'survives', 'consequence', 'inevitable', 'way', 'reforming', 'modifying', 'system', 'prevent', 'depriving', 'people', 'dignity', 'autonomy']"
1852,"223. Some readers may say, ""This stuff about leftism is a lot of crap. I know John and Jane who are leftish types and they don't have all these totalitarian tendencies."" It's quite true that many leftists, possibly even a numerical majority, are decent people who sincerely believe in tolerating others' values (up to a point) and wouldn't want to use high-handed methods to reach their social goals. Our remarks about leftism are not meant to apply to every individual leftist but to describe the general character of leftism as a movement. And the general character of a movement is not necessarily determined by the numerical proportions of the various kinds of people involved in the movement.",TK,697,117,5.957264957264957,0.859375,18,19.666666666666668,0.23076923076923078,0.1111111111111111,47.72,13.8,55,53,reader may say stuff leftism lot crap know john jane leftish type totalitarian quite true many leftist possibly even numerical majority decent people sincerely believe tolerating others value point would want use high handed method reach social goal remark leftism meant apply every individual leftist describe general character leftism movement general character movement necessarily determined numerical proportion various kind people involved movement,"['reader', 'may', 'say', 'stuff', 'leftism', 'lot', 'crap', 'know', 'john', 'jane', 'leftish', 'type', 'totalitarian', 'quite', 'true', 'many', 'leftist', 'possibly', 'even', 'numerical', 'majority', 'decent', 'people', 'sincerely', 'believe', 'tolerating', 'others', 'value', 'point', 'would', 'want', 'use', 'high_handed', 'method', 'reach', 'social', 'goal', 'remark', 'leftism', 'meant', 'apply', 'every', 'individual', 'leftist', 'describe', 'general', 'character', 'leftism', 'movement', 'general', 'character', 'movement', 'necessarily', 'determined', 'numerical', 'proportion', 'various', 'kind', 'people', 'involved', 'movement']"
1853,"147. To start with, there are the techniques of surveillance. Hidden video cameras are now used in most stores and in many other places, computers are used to collect and process vast amounts of information about individuals. Information so obtained greatly increases the effectiveness of physical coercion (i.e., law enforcement).[26] Then there are the methods of propaganda, for which the mass communication media provide effective vehicles. Efficient techniques have been developed for winning elections, selling products, influencing public opinion. The entertainment industry serves as an important psychological tool of the system, possibly even when it is dishing out large amounts of sex and violence. Entertainment provides modern man with an essential means of escape. While absorbed in television, videos, etc., he can forget stress, anxiety, frustration, dissatisfaction. Many primitive peoples, when they don't have work to do, are quite content to sit for hours at a time doing nothing at all, because they are at peace with themselves and their world. But most modern people must be contantly occupied or entertained, otherwise the get ""bored,"" i.e., they get fidgety, uneasy, irritable.",TK,1203,181,6.6464088397790055,0.8952380952380953,44,11.6875,0.2711864406779661,0.15254237288135594,47.69,12.89,94,75,start technique surveillance hidden video camera used store many place computer used collect process vast amount information individual information obtained greatly increase effectiveness physical coercion law method propaganda mass communication medium provide effective vehicle efficient technique developed winning election selling product influencing public opinion entertainment industry serf important psychological tool system possibly even dishing large amount sex violence entertainment provides modern man essential mean escape absorbed television video forget stress anxiety frustration dissatisfaction many primitive people work quite content sit hour time nothing peace world modern people must contantly occupied entertained otherwise get bored get fidgety uneasy irritable,"['start', 'technique', 'surveillance', 'hidden', 'video', 'camera', 'used', 'store', 'many', 'place', 'computer', 'used', 'collect', 'process', 'vast', 'amount', 'information', 'individual', 'information', 'obtained', 'greatly', 'increase', 'effectiveness', 'physical', 'coercion', 'law', 'method', 'propaganda', 'mass', 'communication', 'medium', 'provide', 'effective', 'vehicle', 'efficient', 'technique', 'developed', 'winning', 'election', 'selling', 'product', 'influencing', 'public', 'opinion', 'entertainment', 'industry', 'serf', 'important', 'psychological', 'tool', 'system', 'possibly', 'even', 'dishing', 'large', 'amount', 'sex', 'violence', 'entertainment', 'provides', 'modern', 'man', 'essential', 'mean', 'escape', 'absorbed', 'television', 'video', 'forget', 'stress', 'anxiety', 'frustration', 'dissatisfaction', 'many', 'primitive', 'people', 'work', 'quite', 'content', 'sit', 'hour', 'time', 'nothing', 'peace', 'world', 'modern', 'people', 'must', 'contantly', 'occupied', 'entertained', 'otherwise', 'get', 'bored', 'get', 'fidgety', 'uneasy', 'irritable']"
1854,"7. But what is leftism? During the first half of the 20th century leftism could have been practically identified with socialism. Today the movement is fragmented and it is not clear who can properly be called a leftist. When we speak of leftists in this article we have in mind mainly socialists, collectivists, ""politically correct"" types, feminists, gay and disability activists, animal rights activists and the like. But not everyone who is associated with one of these movements is a leftist. What we are trying to get at in discussing leftism is not so much a movement or an ideology as a psychological type, or rather a collection of related types. Thus, what we mean by ""leftism"" will emerge more clearly in the course of our discussion of leftist psychology (Also, see paragraphs 227-230.)",TK,797,134,5.947761194029851,0.8405797101449275,23,15.0,0.25190839694656486,0.0916030534351145,52.09,13.31,58,67,leftism first half century leftism could practically identified socialism today movement fragmented clear properly called leftist speak leftist article mind mainly socialist collectivist politically correct type feminist gay disability activist animal right activist like everyone associated one movement leftist trying get discussing leftism much movement ideology psychological type rather collection related type thus mean leftism emerge clearly course discussion leftist psychology also see paragraph,"['leftism', 'first', 'half', 'century', 'leftism', 'could', 'practically', 'identified', 'socialism', 'today', 'movement', 'fragmented', 'clear', 'properly', 'called', 'leftist', 'speak', 'leftist', 'article', 'mind', 'mainly', 'socialist', 'collectivist', 'politically', 'correct', 'type', 'feminist', 'gay', 'disability', 'activist', 'animal', 'right', 'activist', 'like', 'everyone', 'associated', 'one', 'movement', 'leftist', 'trying', 'get', 'discussing', 'leftism', 'much', 'movement', 'ideology', 'psychological', 'type', 'rather', 'collection', 'related', 'type', 'thus', 'mean', 'leftism', 'emerge', 'clearly', 'course', 'discussion', 'leftist', 'psychology', 'also', 'see', 'paragraph']"
1855,"104. FOURTH PRINCIPLE. A new kind of society cannot be designed on paper. That is, you cannot plan out a new form of society in advance, then set it up and expect it to function as it was designed to.",TK,200,40,5.0,0.8095238095238095,6,10.0,0.14634146341463414,0.14634146341463414,68.1,10.0,17,19,fourth principle new kind society cannot designed paper cannot plan new form society advance set expect function designed,"['fourth', 'principle', 'new', 'kind', 'society', 'cannot', 'designed', 'paper', 'cannot', 'plan', 'new', 'form', 'society', 'advance', 'set', 'expect', 'function', 'designed']"
1856,"166. Therefore two tasks confront those who hate the servitude to which the industrial system is reducing the human race. First, we must work to heighten the social stresses within the system so as to increase the likelihood that it will break down or be weakened sufficiently so that a revolution against it becomes possible. Second, it is necessary to develop and propagate an ideology that opposes technology and the industrial society if and when the system becomes sufficiently weakened. And such an ideology will help to assure that, if and when industrial society breaks down, its remnants will be smashed beyond repair, so that the system cannot be reconstituted. The factories should be destroyed, technical books burned, etc.",TK,735,119,6.176470588235294,0.819672131147541,13,19.833333333333332,0.15966386554621848,0.16806722689075632,47.32,14.56,50,57,therefore two task confront hate servitude industrial system reducing human race first must work heighten social stress within system increase likelihood break weakened sufficiently revolution becomes possible second necessary develop propagate ideology opposes technology industrial society system becomes sufficiently weakened ideology help assure industrial society break remnant smashed beyond repair system cannot reconstituted factory destroyed technical book burned etc,"['therefore', 'two', 'task', 'confront', 'hate', 'servitude', 'industrial', 'system', 'reducing', 'human', 'race', 'first', 'must', 'work', 'heighten', 'social', 'stress', 'within', 'system', 'increase', 'likelihood', 'break', 'weakened', 'sufficiently', 'revolution', 'becomes', 'possible', 'second', 'necessary', 'develop', 'propagate', 'ideology', 'opposes', 'technology', 'industrial', 'society', 'system', 'becomes', 'sufficiently', 'weakened', 'ideology', 'help', 'assure', 'industrial', 'society', 'break', 'remnant', 'smashed', 'beyond', 'repair', 'system', 'cannot', 'reconstituted', 'factory', 'destroyed', 'technical', 'book', 'burned', 'etc']"
1857,"99. Think of history as being the sum of two components: an erratic component that consists of unpredictable events that follow no discernible pattern, and a regular component that consists of long-term historical trends. Here we are concerned with the long-term trends.",TK,270,42,6.428571428571429,0.7692307692307693,7,14.0,0.2558139534883721,0.09302325581395349,50.16,14.11,20,19,think history sum two component erratic component consists unpredictable event follow discernible pattern regular component consists long term historical trend concerned long term trend,"['think', 'history', 'sum', 'two', 'component', 'erratic', 'component', 'consists', 'unpredictable', 'event', 'follow', 'discernible', 'pattern', 'regular', 'component', 'consists', 'long_term', 'historical', 'trend', 'concerned', 'long_term', 'trend']"
1858,23. We emphasize that the foregoing does not pretend to be an accurate description of everyone who might be considered a leftist. It is only a rough indication of a general tendency of leftism.,TK,193,34,5.676470588235294,1.0,3,11.333333333333334,0.18181818181818182,0.09090909090909091,45.76,15.04,17,19,emphasize foregoing pretend accurate description everyone might considered leftist rough indication general tendency leftism,"['emphasize', 'foregoing', 'pretend', 'accurate', 'description', 'everyone', 'might', 'considered', 'leftist', 'rough', 'indication', 'general', 'tendency', 'leftism']"
1859,"22. If our society had no social problems at all, the leftists would have to INVENT problems in order to provide themselves with an excuse for making a fuss.",TK,157,29,5.413793103448276,0.9285714285714286,3,14.5,0.25,0.17857142857142858,58.96,12.98,13,15,society social problem leftist would invent problem order provide excuse making fuss,"['society', 'social', 'problem', 'leftist', 'would', 'invent', 'problem', 'order', 'provide', 'excuse', 'making', 'fuss']"
1860,"66. Today people live more by virtue of what the system does FOR them or TO them than by virtue of what they do for themselves. And what they do for themselves is done more and more along channels laid down by the system. Opportunities tend to be those that the system provides, the opportunities must be exploited in accord with the rules and regulations [13], and techniques prescribed by experts must be followed if there is to be a chance of success.",TK,454,83,5.469879518072289,0.84375,8,20.75,0.20987654320987653,0.1111111111111111,68.74,12.53,27,52,today people live virtue system virtue done along channel laid system opportunity tend system provides opportunity must exploited accord rule regulation technique prescribed expert must followed chance success,"['today', 'people', 'live', 'virtue', 'system', 'virtue', 'done', 'along', 'channel', 'laid', 'system', 'opportunity', 'tend', 'system', 'provides', 'opportunity', 'must', 'exploited', 'accord', 'rule', 'regulation', 'technique', 'prescribed', 'expert', 'must', 'followed', 'chance', 'success']"
1861,"49. For primitive societies the natural world (which usually changes only slowly) provided a stable framework and therefore a sense of security. In the modern world it is human society that dominates nature rather than the other way around, and modern society changes very rapidly owing to technological change. Thus there is no stable framework.",TK,346,55,6.290909090909091,0.7647058823529411,7,13.75,0.24074074074074073,0.09259259259259259,44.44,13.87,26,21,primitive society natural world usually change slowly provided stable framework therefore sense security modern world human society dominates nature rather way around modern society change rapidly owing technological change thus stable framework,"['primitive', 'society', 'natural', 'world', 'usually', 'change', 'slowly', 'provided', 'stable', 'framework', 'therefore', 'sense', 'security', 'modern', 'world', 'human', 'society', 'dominates', 'nature', 'rather', 'way', 'around', 'modern', 'society', 'change', 'rapidly', 'owing', 'technological', 'change', 'thus', 'stable', 'framework']"
